target,type,lon,lat,weight_m2,plain_ground_m,plain_upper_m,plain_lower_m,plain_delta_m,decoded_delta_m,abs_error_m,infeasible
0,quadrature,121.49297517271243,25.094334209552887,29.976926885267105,0,0,0,0,-1.0618938586962782e-13,1.0618938586962782e-13,0
1,quadrature,121.49307440173557,25.094334209552887,59.953853770534209,0,17.307186806785808,-17.307186806785808,0,6.6229274481661042e-14,6.6229274481661042e-14,0
2,quadrature,121.49307440173557,25.094442127996533,119.90770754106842,0,27.046972384354458,-27.046972384354458,0,2.6007166181129487e-13,2.6007166181129487e-13,0
3,quadrature,121.49297517271243,25.094442127996533,59.953853770534209,0,20.784609690707498,-20.784609690707498,0,5.9089765867694617e-14,5.9089765867694617e-14,0
4,quadrature,121.49317363075872,25.094334209552887,59.953853770534209,0,17.307186806785808,-17.307186806785808,0,6.094147109612988e-14,6.094147109612988e-14,0
5,quadrature,121.49317363075872,25.094442127996533,119.90770754106842,0,27.046972384354458,-27.046972384354458,0,-7.9770976947474717e-14,7.9770976947474717e-14,0
6,quadrature,121.49327285978185,25.094334209552887,29.976926885267105,0,0,0,0,-1.365292104038072e-13,1.365292104038072e-13,0
7,quadrature,121.49327285978185,25.094442127996533,59.953853770534209,0,20.784609690707498,-20.784609690707498,0,2.4903771052494477e-14,2.4903771052494477e-14,0
8,quadrature,121.49307440173557,25.09455004644018,59.953853770534209,0,17.307186806785808,-17.307186806785808,0,2.2011952037046285e-14,2.2011952037046285e-14,0
9,quadrature,121.49297517271243,25.09455004644018,29.976926885267105,0,0,0,0,1.5169912267089689e-14,1.5169912267089689e-14,0
10,quadrature,121.49317363075872,25.09455004644018,59.953853770534209,0,17.307186806785808,-17.307186806785808,0,-2.0418691219919541e-14,2.0418691219919541e-14,0
11,quadrature,121.49327285978185,25.09455004644018,29.976926885267105,0,0,0,0,2.2754868400634533e-14,2.2754868400634533e-14,0
12,boundary_diagnostic,121.49297517271243,25.094334209552887,29.976926885267105,0,0,0,0,8.3434517468993287e-14,8.3434517468993287e-14,0
13,boundary_diagnostic,121.49327285978185,25.094334209552887,29.976926885267105,0,0,0,0,-1.1377434200317265e-13,1.1377434200317265e-13,0
14,boundary_diagnostic,121.49327285978185,25.09455004644018,29.976926885267105,0,0,0,0,-2.085862936724832e-13,2.085862936724832e-13,0
15,boundary_diagnostic,121.49297517271243,25.09455004644018,29.976926885267105,0,0,0,0,1.2135929813671751e-13,1.2135929813671751e-13,0
