target,type,lon,lat,weight_m2,plain_ground_m,plain_upper_m,plain_lower_m,plain_delta_m,decoded_delta_m,abs_error_m,infeasible
0,quadrature,0.00071945629097963041,0.00071945629097963041,24.999999998029093,100,100,100,0,3.6834535424707493e-13,3.6834535424707493e-13,0
1,quadrature,0.00080938832735208432,0.00071945629097963041,49.999999996058186,100,117.32050807432327,82.679491925676729,12,11.999999999999938,6.2172489379008766e-14,0
2,quadrature,0.00080938832735208432,0.00080938832735208432,99.999999992116372,100,124.49489742686623,75.505102573133769,12,11.999999999999877,1.2256862191861728e-13,0
3,quadrature,0.00071945629097963041,0.00080938832735208432,49.999999996058186,100,117.32050807568878,82.679491924311222,12,12.000000000000076,7.638334409421077e-14,0
4,quadrature,0.00089932036372453812,0.00071945629097963041,24.999999998029093,100,100,100,0,6.3664629129124057e-14,6.3664629129124057e-14,0
5,quadrature,0.00089932036372453812,0.00080938832735208432,49.999999996058186,100,117.32050807568878,82.679491924311222,12,11.999999999999647,3.5349501104064984e-13,0
6,quadrature,0.00080938832735208432,0.00089932036372453812,49.999999996058186,100,117.32050807432327,82.679491925676729,12,12.000000000000234,2.3447910280083306e-13,0
7,quadrature,0.00071945629097963041,0.00089932036372453812,24.999999998029093,100,100,100,0,-5.6889475604551285e-13,5.6889475604551285e-13,0
8,quadrature,0.00089932036372453812,0.00089932036372453812,24.999999998029093,100,100,100,0,-1.5006662580436386e-13,1.5006662580436386e-13,0
9,boundary_diagnostic,0.00071945629097963041,0.00071945629097963041,24.999999998029093,100,100,100,0,2.0008883440581848e-13,2.0008883440581848e-13,0
10,boundary_diagnostic,0.00089932036372453812,0.00071945629097963041,24.999999998029093,100,100,100,0,9.0949470184462943e-14,9.0949470184462943e-14,0
11,boundary_diagnostic,0.00089932036372453812,0.00089932036372453812,24.999999998029093,100,100,100,0,-1.3642420527669442e-13,1.3642420527669442e-13,0
12,boundary_diagnostic,0.00071945629097963041,0.00089932036372453812,24.999999998029093,100,100,100,0,-1.7280399335047958e-13,1.7280399335047958e-13,0
