target,type,lon,lat,weight_m2,plain_ground_m,plain_upper_m,plain_lower_m,plain_delta_m,decoded_delta_m,abs_error_m,infeasible
0,quadrature,0.00071945629097963041,0.00071945629097963041,24.999999998029093,100,100,100,0,-7.9580786411405071e-14,7.9580786411405071e-14,0
1,quadrature,0.00080938832735208432,0.00071945629097963041,49.999999996058186,100,109.99999999921162,90.000000000788376,9.9999999992116297,9.9999999992111483,4.8139270347746788e-13,0
2,quadrature,0.00080938832735208432,0.00080938832735208432,99.999999992116372,100,114.14213562317349,85.857864376826512,12,12,0,0
3,quadrature,0.00071945629097963041,0.00080938832735208432,49.999999996058186,100,110,90,10.000000000000007,10.000000000000245,2.3803181647963356e-13,0
4,quadrature,0.00089932036372453812,0.00071945629097963041,24.999999998029093,100,100,100,0,2.2055246519732262e-13,2.2055246519732262e-13,0
5,quadrature,0.00089932036372453812,0.00080938832735208432,49.999999996058186,100,110,90,10.000000000000007,9.9999999999999503,5.6843418860808015e-14,0
6,quadrature,0.00080938832735208432,0.00089932036372453812,49.999999996058186,100,109.99999999921162,90.000000000788376,9.9999999992116297,9.9999999992116475,1.7763568394002505e-14,0
7,quadrature,0.00071945629097963041,0.00089932036372453812,24.999999998029093,100,100,100,0,-1.0711889920904889e-13,1.0711889920904889e-13,0
8,quadrature,0.00089932036372453812,0.00089932036372453812,24.999999998029093,100,100,100,0,-2.8649083108105825e-13,2.8649083108105825e-13,0
9,boundary_diagnostic,0.00071945629097963041,0.00071945629097963041,24.999999998029093,100,100,100,0,4.4792614065848e-13,4.4792614065848e-13,0
10,boundary_diagnostic,0.00089932036372453812,0.00071945629097963041,24.999999998029093,100,100,100,0,7.7307049656793506e-14,7.7307049656793506e-14,0
11,boundary_diagnostic,0.00089932036372453812,0.00089932036372453812,24.999999998029093,100,100,100,0,-8.1854523166016648e-14,8.1854523166016648e-14,0
12,boundary_diagnostic,0.00071945629097963041,0.00089932036372453812,24.999999998029093,100,100,100,0,1.3642420527669442e-14,1.3642420527669442e-14,0
