sample,lon,lat,independent_distance_m,returned_distance_m,plain_ground_m,plain_base_m,plain_plane_m,plain_difference_m,decoded_difference_m,plain_height_m,he_height_m,abs_error_m,near_zero
0,0.00071945629097963041,0.00071945629097963041,0,0,92,92,92,0,-1.6608936448392342e-13,0,0,0,1
1,0.00080938832735917424,0.00071945629097963041,10.000000000000002,10.000000000000002,90.999999999921172,92,92,1.0000000000788276,1.0000000000788392,1.0000000000788276,1.0000000000788392,1.1546319456101628e-14,0
2,0.00089932036373871808,0.00071945629097963041,20.000000000000004,20.000000000000004,89.999999999842331,92,92,2.0000000001576694,2.000000000157951,2.0000000001576694,2.000000000157951,2.815525590449397e-13,0
3,0.0009892524001182618,0.00071945629097963041,29.999999999999993,29.999999999999993,88.999999999763489,92,92,3.0000000002365113,3.0000000002365366,3.0000000002365113,3.0000000002365366,2.5313084961453569e-14,0
4,0.0010791844364978057,0.00071945629097963041,40.000000000000007,40.000000000000007,87.999999999684647,92,92,4.0000000003153531,4.0000000003153149,4.0000000003153531,4.0000000003153149,3.8191672047105385e-14,0
5,0.0011691164728773497,0.00071945629097963041,50.000000000000021,50.000000000000021,86.999999999605805,92,92,5.0000000003941949,5.0000000003940119,5.0000000003941949,5.0000000003940119,1.829647544582258e-13,0
6,0.0012590485092568934,0.00071945629097963041,60.000000000000014,60.000000000000007,85.999999999526977,92,92,6.0000000004730225,6.0000000004729994,6.0000000004730225,6.0000000004729994,2.3092638912203256e-14,0
7,0.0013489805456364371,0.00071945629097963041,70,70,84.999999999448136,92,92,7.0000000005518643,7.0000000005518084,7.0000000005518643,7.0000000005518084,5.595524044110789e-14,0
8,0.0014389125820159811,0.00071945629097963041,80.000000000000014,80.000000000000014,83.999999999369294,92,92,8.0000000006307062,8.0000000006301804,8.0000000006307062,8.0000000006301804,5.2580162446247414e-13,0
9,0.0015288446183955248,0.00071945629097963041,90,90,82.999999999290452,92,92,9.000000000709548,9.0000000007095444,9.000000000709548,9.0000000007095444,3.5527136788005009e-15,0
