sample,lon,lat,independent_distance_m,returned_distance_m,plain_ground_m,plain_base_m,plain_plane_m,plain_difference_m,decoded_difference_m,plain_height_m,he_height_m,abs_error_m,near_zero
0,0.00071945629097963041,0.00071945629097963041,0,0,100,100,100,0,-4.8899079402676277e-14,0,0,0,1
1,0.00080938832735917424,0.00071945629097963041,10.000000000000002,10.000000000000002,100,100,100.00000000001745,1.7450929590268061e-11,1.7497064362906768e-11,1.7450929590268061e-11,1.7497064362906768e-11,4.6134772638707783e-14,1
2,0.00089932036373871808,0.00071945629097963041,20.000000000000004,20.000000000000004,100,100,100.0000000000349,3.4901859180536121e-11,3.4837730218101821e-11,3.4901859180536121e-11,3.4837730218101821e-11,6.4128962434299986e-14,1
3,0.0009892524001182618,0.00071945629097963041,29.999999999999993,29.999999999999993,100,100,100.00000000005235,5.2352788770804182e-11,5.2569714467065816e-11,5.2352788770804182e-11,5.2569714467065816e-11,2.1692569626163427e-13,1
4,0.0010791844364978057,0.00071945629097963041,40.000000000000007,40.000000000000007,100,100,100.00000000006982,6.9817929215787444e-11,6.9899802999731407e-11,6.9817929215787444e-11,6.9899802999731407e-11,8.1873783943962763e-14,1
5,0.0011691164728773497,0.00071945629097963041,50.000000000000021,50.000000000000021,100,100,100.00000000008727,8.7268858806055505e-11,8.7216391928436413e-11,8.7268858806055505e-11,8.7216391928436413e-11,5.2466877619092008e-14,1
6,0.0012590485092568934,0.00071945629097963041,60.000000000000014,60.000000000000007,100,100,100.00000000010472,1.0471978839632357e-10,1.0466117196088569e-10,1.0471978839632357e-10,1.0466117196088569e-10,5.8616435437878284e-14,1
7,0.0013489805456364371,0.00071945629097963041,70,70,100,100,100.00000000012217,1.2217071798659163e-10,1.2247966534652393e-10,1.2217071798659163e-10,1.2247966534652393e-10,3.0894735993230486e-13,1
8,0.0014389125820159811,0.00071945629097963041,80.000000000000014,80.000000000000014,100,100,100.00000000013962,1.3962164757685969e-10,1.3906193182082817e-10,1.3962164757685969e-10,1.3906193182082817e-10,5.5971575603151823e-13,1
9,0.0015288446183955248,0.00071945629097963041,90,90,100,100,100.00000000015707,1.5707257716712775e-10,1.5682878481046323e-10,1.5707257716712775e-10,1.5682878481046323e-10,2.4379235666452054e-13,1
