target,type,lon,lat,weight_m2,plain_ground_m,plain_upper_m,plain_lower_m,plain_delta_m,decoded_delta_m,abs_error_m,infeasible
0,quadrature,0.00071945629097963041,0.00071945629097963041,14.062499998891337,100,100,100,0,3.1124929796460716e-13,3.1124929796460716e-13,0
1,quadrature,0.00078690531825897068,0.00071945629097963041,28.124999997782673,100,107.49999999940871,92.500000000591285,4,3.9999999999999778,2.2204460492503131e-14,0
2,quadrature,0.00078690531825897068,0.00078690531825897068,42.187499996674006,100,103.53553390579337,96.464466094206628,3.5355339057933755,3.535533905793546,1.7053025658242404e-13,0
3,quadrature,0.00071945629097963041,0.00078690531825897068,28.124999997782673,100,107.5,92.5,4,4.000000000000381,3.8102854205135372e-13,0
4,quadrature,0.00085435434553831106,0.00071945629097963041,28.124999997782673,100,111.18033988732266,88.81966011267734,4,4.0000000000001368,1.3677947663381929e-13,0
5,quadrature,0.00085435434553831106,0.00078690531825897068,28.124999997782673,100,105.5901699433969,94.409830056603099,4,3.999999999999722,2.779998453661392e-13,0
6,quadrature,0.00092180337281765144,0.00071945629097963041,28.124999997782673,100,107.49999999940871,92.500000000591285,4,4.0000000000000835,8.3488771451811772e-14,0
7,quadrature,0.00092180337281765144,0.00078690531825897068,28.124999997782673,100,107.90569414986001,92.094305850139989,4,4.0000000000001332,1.3322676295501878e-13,0
8,quadrature,0.00098925240009699171,0.00071945629097963041,14.062499998891337,100,100,100,0,1.2328705958338334e-13,1.2328705958338334e-13,0
9,quadrature,0.00098925240009699171,0.00078690531825897068,14.062499998891337,100,102.5,97.5,2.5000000000000031,2.4999999999999414,6.1728400169158704e-14,0
10,quadrature,0.00078690531825897068,0.00085435434553831106,28.124999997782673,100,105.59016994366132,94.409830056338677,4,4.0000000000003304,3.3040237212844659e-13,0
11,quadrature,0.00071945629097963041,0.00085435434553831106,28.124999997782673,100,111.1803398867938,88.819660113206197,4,3.9999999999997393,2.6068036618198676e-13,0
12,quadrature,0.00078690531825897068,0.00092180337281765144,28.124999997782673,100,107.90569415035863,92.094305849641373,4,3.9999999999999054,9.4591001698063337e-14,0
13,quadrature,0.00071945629097963041,0.00092180337281765144,28.124999997782673,100,107.5,92.5,4,3.9999999999998415,1.5853984791647235e-13,0
14,quadrature,0.00078690531825897068,0.00098925240009699171,14.062499998891337,100,102.49999999980291,97.50000000019709,2.4999999998029092,2.4999999998032401,3.3084646133829665e-13,0
15,quadrature,0.00071945629097963041,0.00098925240009699171,14.062499998891337,100,100,100,0,-5.4165462243191375e-13,5.4165462243191375e-13,0
16,boundary_diagnostic,0.00071945629097963041,0.00071945629097963041,14.062499998891337,100,100,100,0,-2.9012366339058047e-13,2.9012366339058047e-13,0
17,boundary_diagnostic,0.00098925240009699171,0.00071945629097963041,14.062499998891337,100,100,100,0,2.862530115687949e-13,2.862530115687949e-13,0
18,boundary_diagnostic,0.00098925240009699171,0.00080938832735208421,14.062499998891337,100,100,100,0,2.0513972963625907e-13,2.0513972963625907e-13,0
19,boundary_diagnostic,0.00080938832735208421,0.00080938832735208421,14.062499998891337,100,100,100,0,-1.2750646566853927e-13,1.2750646566853927e-13,0
20,boundary_diagnostic,0.00080938832735208421,0.00098925240009699171,14.062499998891337,100,100,100,0,3.1578277807351491e-13,3.1578277807351491e-13,0
21,boundary_diagnostic,0.00071945629097963041,0.00098925240009699171,14.062499998891337,100,100,100,0,-1.3691552089636582e-13,1.3691552089636582e-13,0
