sample,lon,lat,independent_distance_m,returned_distance_m,plain_ground_m,plain_base_m,plain_plane_m,plain_difference_m,decoded_difference_m,plain_height_m,he_height_m,abs_error_m,near_zero
0,0.00071945629097963041,0.00071945629097963041,0,0,100,100,100,0,-5.110517886243664e-13,0,0,0,1
1,0.00080938832735917424,0.00071945629097963041,10.000000000000002,10.000000000000002,100,100,100.00000000001745,1.7450929590268061e-11,1.7038861764146847e-11,1.7450929590268061e-11,1.7038861764146847e-11,4.1206782612121327e-13,1
2,0.00089932036373871808,0.00071945629097963041,20.000000000000004,20.000000000000004,100,100,100.0000000000349,3.4901859180536121e-11,3.4857665090432424e-11,3.4901859180536121e-11,3.4857665090432424e-11,4.4194090103696758e-14,1
3,0.0009892524001182618,0.00071945629097963041,29.999999999999993,29.999999999999993,100,100,100.00000000005235,5.2352788770804182e-11,5.2477810203495515e-11,5.2352788770804182e-11,5.2477810203495515e-11,1.2502143269133357e-13,1
4,0.0010791844364978057,0.00071945629097963041,40.000000000000007,40.000000000000007,100,100,100.00000000006982,6.9817929215787444e-11,6.9604133460653741e-11,6.9817929215787444e-11,6.9604133460653741e-11,2.1379575513370313e-13,1
5,0.0011691164728773497,0.00071945629097963041,50.000000000000021,50.000000000000021,100,100,100.00000000008727,8.7268858806055505e-11,8.7207097778038833e-11,8.7268858806055505e-11,8.7207097778038833e-11,6.1761028016671671e-14,1
6,0.0012590485092568934,0.00071945629097963041,60.000000000000014,60.000000000000007,100,100,100.00000000010472,1.0471978839632357e-10,1.0473650261352057e-10,1.0471978839632357e-10,1.0473650261352057e-10,1.6714217197007627e-14,1
7,0.0013489805456364371,0.00071945629097963041,70,70,100,100,100.00000000012217,1.2217071798659163e-10,1.2238144303667389e-10,1.2217071798659163e-10,1.2238144303667389e-10,2.1072505008226107e-13,1
8,0.0014389125820159811,0.00071945629097963041,80.000000000000014,80.000000000000014,100,100,100.00000000013962,1.3962164757685969e-10,1.3939049130618176e-10,1.3962164757685969e-10,1.3939049130618176e-10,2.3115627067792785e-13,1
9,0.0015288446183955248,0.00071945629097963041,90,90,100,100,100.00000000015707,1.5707257716712775e-10,1.5684706138728988e-10,1.5707257716712775e-10,1.5684706138728988e-10,2.2551577983787165e-13,1
